,beer,style,region,manufacturer,brand,fermentation,alcohol,volume,img,price,ingredients,tastes,serve_with,name
Bastogne-Pale-Ale,"['Средне-светлое', 'Нефильтрованное']","['Эль', 'Бельгийский/Французский Эль', 'Бельгийский ИПА']",['Бельгия'],Brasserie de Bastogne,Bastogne Pale Ale,['Верховое брожение'],Средний,0.75,../data/images/Bastogne-Pale-Ale.jpg,Дорогой,,"['фруктовый', 'специи/пряности', 'лимон', 'травы', 'грейпфрут', 'орехи', 'апельсин', 'освежающий', 'хмель', 'густой', 'дрожжи']","['птица', 'рыба', 'лосось/семга', 'сыры', 'моллюски', 'карри', 'тайская кухня']",Brasserie de Bastogne Bastogne Pale Ale
Birra-del-Borgo-Etrusca,"['Средне-светлое', 'Нефильтрованное']","['Смешанный', 'Травяное/Пряное']","['Италия', 'Лацио']",Anheuser-Busch InBev,Birra del Borgo,['Верховое брожение'],Крепкий,0.33,../data/images/Birra-del-Borgo-Etrusca.jpg,Средний,"['ячмень', 'хмель', 'орехи', 'мед', 'ягоды']","['специи/пряности', 'минералы', 'орехи', 'сухофрукты', 'сладковатый', 'гранат', 'кислинка', 'танинный']","['мясо', 'птица', 'пицца', 'закуски', 'овощи']",Anheuser-Busch InBev Birra del Borgo
To-Ol-Holy-Moly,"['Янтарное', 'Крафтовое']","['Эль', 'Бельгийский Крепкий Светлый Эль', 'Бельгийский/Французский Эль']",['Дания'],To Ol,Holy Moly,['Верховое брожение'],Средний,0.75,../data/images/To-Ol-Holy-Moly.jpg,Средний,"['хмель', 'ячмень', 'пшеница', 'патока']","['сухофрукты', 'солод', 'насыщенный/интенсивный', 'приятный', 'горьковатый', 'хмель']","['птица', 'рыба', 'закуски', 'овощи', 'запеканка']",To Ol Holy Moly
La-Trouffette-Belle-d-Ete,"['Светлое', 'Нефильтрованное']","['Эль', 'Витбир', 'Бельгийский/Французский Эль']",['Бельгия'],Brasserie de Bastogne,La Trouffette,['Верховое брожение'],Средний,0.75,../data/images/La-Trouffette-Belle-d-Ete.jpg,Дешевый,"['ячмень', 'хмель', 'пшеница']","['ваниль', 'свежий', 'клубника/земляника', 'малина', 'травы', 'цитрусовые', 'персик', 'карамель', 'сливочный', 'пшеничный', 'хмель', 'густой']","['аперитив', 'дижестив']",Brasserie de Bastogne La Trouffette
AleSmith-Brutiful-Day-in-can,"['Средне-светлое', 'Крафтовое', 'Фильтрованное']","['Эль', 'Американский Эль', 'Американский ИПА']","['США', 'Калифорния']",AleSmith,AleSmith,['Верховое брожение'],Средний,0.355,../data/images/AleSmith-Brutiful-Day-in-can.jpg,Средний,"['хмель', 'ячмень']","['фруктовый', 'сухой', 'солод', 'сбалансированный', 'хмель']","['свинина', 'сыры', 'гриль', 'голубой сыр', 'тайская кухня', 'мексиканская кухня']",AleSmith AleSmith
Hornbeer-Blonde,"['Светлое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Бельгийский Светлый Эль', 'Бельгийский/Французский Эль']",['Дания'],Hornbeer,Hornbeer,['Верховое брожение'],Средний,0.5,../data/images/Hornbeer-Blonde.jpg,Дорогой,"['ячмень', 'хмель']","['перец', 'легкое', 'солод', 'богатый', 'приятный', 'можжевельник', 'кориандр']","['рыба', 'морепродукты/дары моря', 'курица', 'закуски', 'легкие блюда']",Hornbeer Hornbeer
Chimay-Cinq-Cents,"['Светлое', 'Нефильтрованное']","['Эль', 'Бельгийский/Французский Эль', 'Трипль']",['Бельгия'],Bieres de Chimay,Chimay,['Верховое брожение'],Средний,0.75,../data/images/Chimay-Cinq-Cents.jpg,Средний,"['ячмень', 'хмель', 'пшеница']","['фруктовый', 'специи/пряности', 'банан', 'груша', 'яблоки', 'перец', 'гвоздика', 'солод', 'сладковатый', 'гладкий', 'горький', 'хмель']","['мясо', 'свинина', 'аперитив', 'сыры', 'закуски', 'дижестив', 'баранина']",Bieres de Chimay Chimay
BrewDog-Spontaneity-2,"['Светлое', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Дикий Эль']",['Шотландия'],BrewDog,BrewDog,['Верховое брожение'],Средний,0.375,../data/images/BrewDog-Spontaneity-2.jpg,Средний,"['хмель', 'ячмень', 'пшеница']","['свежий', 'цитрусовые', 'сухой', 'танинный']","['яйца', 'краб', 'спаржа']",BrewDog BrewDog
Lupulus-Organicus-330,"['Светлое', 'Нефильтрованное']","['Эль', 'Бельгийский/Французский Эль', 'Трипль']",['Бельгия'],Les Trois Fourquets,Lupulus,['Верховое брожение'],Средний,0.33,../data/images/Lupulus-Organicus-330.jpg,Средний,"['хмель', 'ячмень']","['цитрусовые', 'пряный/острый', 'плотный', 'горьковатый', 'хмель', 'дрожжи']","['салат', 'паста', 'сыры']",Les Trois Fourquets Lupulus
Palm-Cornet-330,"['Светлое', 'Фильтрованное']","['Эль', 'Бельгийский Крепкий Светлый Эль', 'Бельгийский/Французский Эль']",['Бельгия'],Palm,Cornet,['Верховое брожение'],Средний,0.33,../data/images/Palm-Cornet-330.jpg,Средний,"['ячмень', 'хмель', 'пшеница']","['фруктовый', 'ваниль', 'дуб', 'округлый', 'мягкий', 'приятный', 'горьковатый', 'сладковатый', 'нежный', 'теплый']","['фуа-гра /паштет из гусиной печени', 'твердые сыры', 'шоколад']",Palm Cornet
Brugge-Tripel-330,['Средне-светлое'],"['Эль', 'Бельгийский/Французский Эль', 'Трипль']",['Бельгия'],Palm,Brugge,['Верховое брожение'],Крепкий,0.33,../data/images/Brugge-Tripel-330.jpg,Средний,"['ячмень', 'хмель', 'травы']","['травы', 'солод', 'богатый', 'сливочный', 'горьковатый', 'пикантный', 'глубокий', 'хмель']","['мясо', 'птица', 'свинина', 'сыры', 'средиземноморская кухня']",Palm Brugge
La-Trouffette-Blonde,"['Средне-светлое', 'Нефильтрованное']","['Эль', 'Бельгийский Светлый Эль', 'Бельгийский/Французский Эль']",['Бельгия'],Brasserie de Bastogne,La Trouffette,['Верховое брожение'],Средний,0.75,../data/images/La-Trouffette-Blonde.jpg,Средний,"['ячмень', 'хмель']","['фруктовый', 'травы', 'цитрусовые', 'сухой', 'карамель', 'солод', 'чистый', 'горьковатый']","['рыба', 'аперитив', 'морепродукты/дары моря', 'салат', 'закуски']",Brasserie de Bastogne La Trouffette
Dugges-Banana-Toffee-Chocolate,"['Очень тёмное', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский Стаут']",['Швеция'],Dugges,Dugges,['Верховое брожение'],Крепкий,0.33,../data/images/Dugges-Banana-Toffee-Chocolate.jpg,Дорогой,"['ячмень', 'рожь', 'овёс', 'хмель', 'какао', 'ваниль']","['шоколад', 'ириска', 'банан', 'приятный']","['жареное мясо', 'жаркое', 'закуски', 'барбекю', 'овощи гриль', 'колбасные изделия', 'жареная рыба', 'острые рыбные и мясные блюда']",Dugges Dugges
Val-Dieu-Brune-750,"['Темное', 'Фильтрованное']","['Эль', 'Бельгийский/Французский Эль', 'Дубль/дюббель']",['Бельгия'],Abbaye du Val-Dieu,Val-Dieu,['Верховое брожение'],Средний,0.75,../data/images/Val-Dieu-Brune-750.jpg,Дешевый,"['ячмень', 'хмель']","['фруктовый', 'дым/копченый', 'вишня', 'кофе мокко', 'орехи', 'древесный', 'чернослив', 'солод', 'полный', 'сливочный', 'сладковатый', 'гладкий']","['мясо', 'аперитив', 'сыры', 'говядина', 'дижестив', 'шоколад']",Abbaye du Val-Dieu Val-Dieu
To-OL-Final-Frontiere,"['Средне-янтарное', 'Крафтовое']","['Эль', 'Американский Эль', 'Американский Двойной/Имперский ИПА']",['Дания'],To Ol,Final Frontiere,,Крепкий,0.33,../data/images/To-OL-Final-Frontiere.jpg,Дешевый,"['ячмень', 'хмель']","['тропические фрукты', 'солод', 'долгий/продолжительный', 'горьковатый', 'теплый', 'хвоя', 'хмель']","['сыры', 'барбекю', 'мясо на гриле']",To Ol Final Frontiere
